Título, Ano, Proposta, Mercado 
Déjoue le sinistre O'Djavel,2008,"Educative message broadcasting
Informative message broadcasting","Entertainment
Healthcare
Education"
De l'ADN aux protéines,2008,"Educative message broadcasting
Informative message broadcasting
Training","Entertainment
Healthcare
Education
Scientific Research"
Foldit,2008,Goods trading,"Entertainment
Scientific Research"
Vinylgame,2008,"Informative message broadcasting
Marketing & Communication message broadcasting
Goods trading","Corporate
Media
Advertising"
smarty pin's,2008,"Educative message broadcasting
Marketing & Communication message broadcasting
Subjective message broadcasting
Training","Entertainment
Education
Culture & Art
Advertising"
Planet Rescue: Ocean Patrol,2008,"Educative message broadcasting
Informative message broadcasting","Entertainment
Ecology"
The Sims 2: IKEA Home Stuff,2008,"Marketing & Communication message broadcasting
Licensed title","Entertainment
Advertising"
The Normals test,2008,Training,Healthcare
Adibou présente la cuisine,2008,Educative message broadcasting,"Entertainment
Education"
Profit Seed,2008,Educative message broadcasting,"Education
Ecology
Politics"
be a martian  (Soyez un Martien),2009,"Informative message broadcasting
Marketing & Communication message broadcasting
Goods trading","Advertising
Scientific Research"
Youtube Street Fighter,2009,"Marketing & Communication message broadcasting
Licensed title","Entertainment
Advertising"
Puzzle Pipes!,2009,"Informative message broadcasting
Marketing & Communication message broadcasting",Humanitarian & Caritative
Layoff,2009,Subjective message broadcasting,Humanitarian & Caritative
City Rain: Building Sustainability,2009,Informative message broadcasting,"Entertainment
Ecology"
Classement de Sandales,2009,Subjective message broadcasting,"Entertainment
Education
Politics"
Spymaster,2009,Goods trading,"Entertainment
Corporate"
1066,2009,"Educative message broadcasting
Marketing & Communication message broadcasting","Entertainment
Education
Media"
Lily Allen in Escape the Fear,2009,Marketing & Communication message broadcasting,"Culture & Art
Advertising"
Lure of The Labyrinth,2009,Educative message broadcasting,"Entertainment
Education"
Signifier,2009,Subjective message broadcasting,Culture & Art
SOS-21 : le jeu,2009,"Informative message broadcasting
Subjective message broadcasting","Entertainment
Ecology"
Starbank,2009,"Educative message broadcasting
Marketing & Communication message broadcasting","Entertainment
Corporate"
Etre Marin : Ravitaillement en Mer,2009,Marketing & Communication message broadcasting,"State & Governement
Military & Defence
Advertising"
U&I,2009,Subjective message broadcasting,Culture & Art
Quizz English Dialog,2009,"Educative message broadcasting
Training","Entertainment
Corporate"
Hallo,2009,Informative message broadcasting,"Entertainment
Education
Corporate"
The Balance / Gravity,2009,"Educative message broadcasting
Subjective message broadcasting","Entertainment
Education
Ecology"
EcoSaviors,2009,"Educative message broadcasting
Marketing & Communication message broadcasting","Entertainment
Ecology
Advertising"
Brave Dolphin,2009,Subjective message broadcasting,"Entertainment
Ecology"
Garbage King,2009,Informative message broadcasting,"Entertainment
Ecology"
A message from the future,2009,"Educative message broadcasting
Subjective message broadcasting
Storytelling","Entertainment
Ecology"
Communication,2009,"Subjective message broadcasting
Storytelling","Entertainment
Humanitarian & Caritative"
Blabbing Blobs,2009,Subjective message broadcasting,"Entertainment
Humanitarian & Caritative"
Sayansi: une terre de science,2009,"Educative message broadcasting
Informative message broadcasting","Healthcare
Humanitarian & Caritative"
Heaven,2009,Subjective message broadcasting,"Entertainment
Religious"
The Coke Zero Game: Football as it should be,2009,"Marketing & Communication message broadcasting
Storytelling",Advertising
A Message for 2K Australia,2009,Subjective message broadcasting,Corporate
Amy Winehouse Drug Hunt Island,2009,Subjective message broadcasting,"Entertainment
Media"
Debt Ski,2009,Informative message broadcasting,"Entertainment
Politics"
Frontiers,2009,Informative message broadcasting,"Entertainment
Politics"
Super Kimy,2009,"Educative message broadcasting
Storytelling",Education
Math Man,2009,Training,"Entertainment
Education"
WinGineer,2009,"Marketing & Communication message broadcasting
Training
Goods trading","Education
Corporate"
Educational Spacewalk Simulation STS-125,2009,Educative message broadcasting,"Education
Scientific Research"
Saving Captain Philips,2009,Informative message broadcasting,"Entertainment
Media"
Super Obama World,2009,Informative message broadcasting,Politics
3D Réseaux,2009,"Informative message broadcasting
Training",Corporate
Flee the skip,2009,"Educative message broadcasting
Marketing & Communication message broadcasting","Entertainment
Corporate
Humanitarian & Caritative"
Volvo S60 Concept: Volvo the game,2009,Marketing & Communication message broadcasting,"Entertainment
Corporate"
Happy Night Club - Episode 1,2009,"Educative message broadcasting
Informative message broadcasting
Subjective message broadcasting","State & Governement
Healthcare"
Start Thinking Soldier: Leadership,2009,"Marketing & Communication message broadcasting
Storytelling",Military & Defence
SIMUrénov,2009,Informative message broadcasting,Ecology
La dernière lettre du Facteur Cheval,2009,"Educative message broadcasting
Informative message broadcasting
Storytelling","Entertainment
Culture & Art"
Price Point,2009,"Educative message broadcasting
Marketing & Communication message broadcasting","Education
Corporate"
Xperiment,2009,Informative message broadcasting,Healthcare
Leaving,2009,Subjective message broadcasting,Corporate
The Great Flu,2009,Informative message broadcasting,"Healthcare
Scientific Research"
Swedish Armed Forces Recruitment 2009,2009,Marketing & Communication message broadcasting,Military & Defence
Code Of Everand,2009,Educative message broadcasting,"State & Governement
Education"
Blossom Flowers,2009,"Educative message broadcasting
Training",Education
Energy City,2009,Educative message broadcasting,Education
Méli-Mélo Glucidique,2009,Educative message broadcasting,Healthcare
L'affaire Birman,2009,Educative message broadcasting,Healthcare
Hanjamaru,2009,Educative message broadcasting,"Entertainment
Education"
Cisco Mind Share,2009,"Educative message broadcasting
Training","Education
Corporate"
Fur Hunters,2009,Subjective message broadcasting,Ecology
Precipice,2009,Educative message broadcasting,Ecology
Science Pirates: The Curse of Brownbeard,2009,"Educative message broadcasting
Informative message broadcasting
Training","Healthcare
Education"
Je tue un ami,2009,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Global Conflicts: Sweatshops,2009,Informative message broadcasting,"Education
Humanitarian & Caritative"
Team,2009,Marketing & Communication message broadcasting,Military & Defence
Maritime Warfare School: Weapons Engineering Round Immersive Learning Simulation,2009,"Educative message broadcasting
Training",Military & Defence
Moo-O,2009,Training,Education
Bee-OH,2009,Informative message broadcasting,"Ecology
Scientific Research"
Our Worlds of Makrini,2009,"Educative message broadcasting
Informative message broadcasting","Corporate
Humanitarian & Caritative"
DJ Life,2009,Training,Education
The Redistricting Game,2009,"Informative message broadcasting
Subjective message broadcasting","Culture & Art
Politics"
Miyao's Math Adventure,2009,"Educative message broadcasting
Training","Entertainment
Education"
Pathways,2009,"Subjective message broadcasting
Storytelling","Entertainment
Culture & Art"
Thierry Henry : Qualifiez la France avec les mains !,2009,"Informative message broadcasting
Marketing & Communication message broadcasting","Entertainment
Advertising"
Minutemen,2009,Marketing & Communication message broadcasting,"Entertainment
Advertising"
Daisy Fuentes Pilates,2009,"Training
Licensed title","Entertainment
Healthcare"
Symbol6 Online,2009,Marketing & Communication message broadcasting,Advertising
Detective Stripes,2009,Marketing & Communication message broadcasting,Advertising
El Tacodor,2009,Marketing & Communication message broadcasting,Advertising
Spit It Out Adventure,2009,Marketing & Communication message broadcasting,Advertising
Bert in: Pigeon Trouble,2009,"Educative message broadcasting
Licensed title","Entertainment
Education"
Etre Marin : La Guerre des Mines,2009,Marketing & Communication message broadcasting,"State & Governement
Military & Defence
Advertising"
Happy Night Club - Episode 3,2009,Informative message broadcasting,"State & Governement
Healthcare"
Etre Marin : Exfiltration d'Otage,2009,Marketing & Communication message broadcasting,"State & Governement
Military & Defence
Advertising"
Adam's Venture,2009,"Subjective message broadcasting
Storytelling","Entertainment
Religious"
Happy Night Club - Episode 2,2009,"Educative message broadcasting
Informative message broadcasting","State & Governement
Healthcare"
Chiquita Smoothies,2009,Marketing & Communication message broadcasting,Advertising
Warriors The Game,2009,Marketing & Communication message broadcasting,Advertising
Choose A Different Ending,2009,"Informative message broadcasting
Storytelling",State & Governement
Custody,2009,Informative message broadcasting,Scientific Research
A Game of Two Continents,2009,Marketing & Communication message broadcasting,Advertising
